flight_id,airline_name,overall_rating,review_title,review_date,verified,review,aircraft,type_of_traveller,seat_type,route,seat_comfort,cabin_staff_service,food_&_beverages,ground_service,inflight_entertainment,wifi_&_connectivity,value_for_money,recommended,flight_month,flight_year
16905,Royal Air Maroc,1.0,"""Best quality price""",2019-10-01,True,"  New York to Dakar via Casablanca. Best quality price, modern aircraft, security of flights, client orientation of its agents and flight attendants. Royal Air Maroc has built a solid reputation to earn my business whenever I need a business trip or a vacation trip.",Boeing 787-9,Solo Leisure,Economy Class,New York to Dakar via Casablanca,5.0,5.0,5.0,5.0,5.0,5.0,5.0,yes,September,2019
16908,Royal Air Maroc,1.0,"""very professional staff""",2019-09-19,True,"  An extraordinary trip from Istanbul to Casablanca with the Royal Air Maroc, a very professional staff and the cabin well equipped with all amenities to make you forget the 5 hours of travel.",Boeing 787-9,Family Leisure,Economy Class,Istanbul to Casablanca,5.0,5.0,5.0,5.0,5.0,5.0,5.0,yes,September,2019
16931,Royal Air Maroc,1.0,"""Very nice experience""",2019-01-24,True, Dakar to Casablanca. Very nice experience! Very satisfied to travel with the Royal Air Maroc. An airline serving its customers. Bravo the RAM. You are the Best! ,Boeing 737-800,Solo Leisure,Economy Class,Dakar to Casablanca,5.0,5.0,5.0,5.0,5.0,5.0,5.0,yes,January,2019
17343,Ryanair,1.0,"""kindness and smile should still be free""",2022-11-17,True,"  Even though I am an American, I was offended how rude they were with Serbian people. I fly 50 + flights a year and I have never seen such rudeness.  I found the culture of flight attendants to be rude and pathetic. I know it is a low cost airline, but kindness and smile should still be free.",Boeing 737,Family Leisure,Economy Class,Nis to Stockholm,1.0,1.0,1.0,1.0,1.0,1.0,2.0,no,July,2022
16939,Royal Air Maroc,1.0,"""Entertainment did not work""",2018-11-04,True,  Casablanca to New York. Our Entertainment system did not work for the 8 hour flight. We could not even turn on the overhead light to read. The staff argued with us.,Boeing 767,Couple Leisure,Economy Class,Casablanca to New York,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no,November,2018
16953,Royal Air Maroc,9.0,"""always enjoy flying with Royal Air Maroc""",2018-06-23,True," Flew Paris to Rabat. I always enjoy flying with Royal Air Maroc, most of the time there is no delay, the cabin staff service is really good and the food is not bad. The only thing that needs improvement is the new app Sky-Ram (it need more music / more movies / newspapers / more games). Safar Flyer program is also really interesting. I strongly recommend flying with Royal Air Maroc!",Boeing 737-800,Couple Leisure,Economy Class,Paris to Rabat ,5.0,5.0,5.0,4.0,2.0,5.0,5.0,yes,June,2018
16955,Royal Air Maroc,1.0,"""I recommend this flight""",2018-06-03,True,"  Istanbul to Casablanca. Flight was punctual. Information provided before boarding and during flight regarding departure time, arrival time, flight conditions were correct and reliable. Meals and beverages served are varied and balanced. Cabin crew are available, helpful and kind. I recommend this flight. The SKYRAM service is really amazing, you can watch films, listen to music and play games directly on your cell phone or iPad.",Boeing 737-800,Business,Economy Class,Istanbul to Casablanca,5.0,5.0,5.0,5.0,5.0,5.0,5.0,yes,May,2018
16976,Royal Brunei Airlines,1.0,"""airline was closed over the weekend""",2019-10-21,False,  London to Melbourne via Brunei. Flight was good and crew were great. But upon trying to check in online I had noticed that my 4 year old daughter and 15 year old son were allocated seats away from me. When I tried to change seats nothing happened. Tried to contact my travel agent and she said that the airline was closed over the weekend. What sort of supposed international airline isn’t contactable 24/7? So now I had to wait till the last minute to sort this out. I thought that it was a duty of care that minors were seated with their parents? If you want customer service don’t fly Royal Brunei. ,Boeing 787,Family Leisure,Economy Class,London to Melbourne via Brunei,4.0,5.0,5.0,1.0,5.0,5.0,1.0,no,October,2019
16981,Royal Brunei Airlines,8.0,"""I had a great experience""",2019-06-24,True," I flew to Bangkok, Thailand from Surabaya, Indonesia with this airline for the first time. In my opinion, I had a great experience. The cabin crews are very kind and helpful. The seats are comfortable and I like the design as well. The food is tasty. There is enough legroom for me. Besides, I like the inflight entertainment since the movies are updated so it's not boring at all. The aircraft is clean and smart looking. However, it would have been much better if all the aircraft of Royal Brunei Airlines are equipped with personal inflight entertainment, not just overhead TV or WiFi connection because it would be so boring and not pleasant. Basically, I would like to recommend this aircraft to my friends and I would love to fly with Royal Brunei Airline again.",A320,Solo Leisure,Economy Class,Surabaya to Bangkok via Bandar Seri Begawan,4.0,5.0,4.0,4.0,5.0,4.0,4.0,yes,June,2019
16984,Royal Brunei Airlines,1.0,"""their response was nothing short of appalling""",2019-03-08,True," 
Avoid this Airline at all costs for long haul flights. If you buy a ticket with this airline you only have yourself to blame when things go wrong. For the second time in 2 weeks Royal Brunei have cancelled their Brunei to London flight resulting in delays of more than 12 hours and hundreds of stranded passengers. They knew full well when we left Manilla that there was no serviceable aircraft waiting in Brunei and one was having to be flown in from Jeddah. Despite knowing they had 100 plus passengers arriving their response was nothing short of appalling. Staff giving contradictory info as to what next. Passengers left outside the terminal in the early hours of the morning to wait up to two further hours for 16 seat buses to get checked into a dirty smelling hotel with no food and water provided. Passengers in wheelchairs just dumped outside. The replacement flight was due to leave 11.45 next day this also delayed due to ""technical difficulties"" on a different 787. Ground staff could not care less, we had to argue for nearly 60 minutes just to get access to WIFI so we could update friends and family of our late arrival. To top it off despite having our bags in the airport overnight they did not join us when we eventually arrived in London. 28 hours to get from Brunei to London. I've been flying over 20 years and we've all had delays it's part and parcel of long haul travel. The difference here is how Royal Brunei conducted themselves both during and after. They should be absolutely ashamed of the way they treat their customers. Royal Brunei point blank refuse to compensate passangers. Lesson learned I guess, beter to pay that little bit extra and fly with a experienced long haul carrier that holds that 5 star rating.",Boeing 787,Solo Leisure,Economy Class,Manila to London via Brunei,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,February,2019
16996,Royal Brunei Airlines,9.0,"""definitely fly them again""",2018-06-11,True,  Melbourne to Hong Kong via Bandar Seri Begawan. Great service at check in at Tullamarine then a bit of a search for what was a pretty basic lounge. Boarding was easy and the crew to BSB were fantastic. Meal was good and if you wanted anything they were there very quickly. We were staying overnight in BSB and were not told that we had to pay $5 each for a visa but at least we got a nice stamp in our passport. Flight from BSB was on an A320 and again very comfortable and great service. On return from Hong Kong to BSB the lounge at HK was excellent as was the business lounge at BSB. Crew on this flight also very good. Then again only 4 of us in business class. Boarding the 787 to Melbourne was a bit clumsy at the gate. Told by a passenger next to me who had been on the flight from London that my seat was broken and would not go flat. Found this to be true but in the end 3 crew members jumped all over it and got it sorted. The meals were good. Didn’t miss the grog. While the crew seem to disappear they do respond quickly if you buzz them and nothing is too much trouble. Would definitely fly with them again.,Boeing 787 / A320,Couple Leisure,Business Class,Melbourne to Hong Kong via Bandar,5.0,5.0,5.0,5.0,4.0,4.0,5.0,yes,May,2018
